,id,gender,car,realty,cnt_children,income,income_type,education_type,fam_status,housing_type,mobile_phone,work_phone,phone,email,job_title,cnt_fam_members,age,work_experience,bad_debt,good_debt,status
6610,5045410,f,0,1,2,337500,commercial_associate,secondary,single,house,1,0,0,0,sales_staff,3,32,7,0,18,1
16974,5105239,m,0,1,2,180000,working,secondary,married,house,1,1,0,0,security_staff,4,36,2,0,19,1
20511,5118600,m,0,1,1,315000,commercial_associate,secondary,separated,house,1,0,0,0,managers,2,46,10,0,59,1
8329,5053185,f,0,0,0,135000,working,secondary,single,with_parents,1,0,0,0,cleaning_staff,1,55,8,0,40,1
17470,5106114,f,1,1,1,135000,working,higher_education,married,house,1,0,0,0,core_staff,3,37,2,0,25,1
18678,5114555,f,0,1,1,135000,commercial_associate,secondary,widow,municipal_apartment,1,0,0,0,core_staff,2,47,27,0,16,1
4237,5029118,f,1,1,2,225000,state_servant,higher_education,married,house,1,0,0,0,medicine_staff,4,41,13,0,24,1
19359,5116519,f,1,1,0,202500,working,higher_education,civil_marriage,house,1,1,1,0,core_staff,2,44,10,0,40,1
19436,5116677,m,1,1,3,270000,working,secondary,married,house,1,1,0,0,laborers,5,37,2,0,21,1
6179,5042011,f,0,0,0,157500,working,incomplete_higher,married,house,1,1,0,0,managers,2,34,3,1,11,1
7949,5051028,m,1,0,0,540000,commercial_associate,higher_education,married,house,1,0,0,0,laborers,2,48,5,0,16,1
13238,5088698,f,1,1,0,252000,working,secondary,married,house,1,0,0,0,medicine_staff,2,49,4,0,8,1
20903,5125736,f,1,1,0,81000,state_servant,higher_education,married,house,1,0,0,0,core_staff,2,31,8,0,35,1
22280,5137077,m,1,0,1,315000,commercial_associate,higher_education,married,with_parents,1,1,1,0,high_skill_tech_staff,3,33,2,0,20,1
24946,5149953,f,0,1,0,180000,working,secondary,single,house,1,0,0,0,sales_staff,1,40,9,0,5,1
4207,5029072,f,0,1,0,202500,state_servant,secondary,married,house,1,0,0,0,laborers,2,55,6,0,7,1
24274,5148839,m,1,1,0,112500,commercial_associate,higher_education,married,house,1,0,0,0,security_staff,2,39,4,0,7,1
509,5009647,m,0,0,0,117000,working,secondary,single,house,1,1,0,0,low-skill_laborers,1,41,11,0,19,1
2036,5022598,f,0,1,1,144000,working,higher_education,civil_marriage,house,1,1,1,1,secretaries,3,37,1,0,10,1
4849,5033861,m,1,1,2,180000,working,secondary,married,house,1,0,1,0,laborers,4,35,5,0,7,1
1378,5021324,m,0,1,0,270000,working,secondary,married,house,1,0,0,0,laborers,2,47,1,0,33,1
5460,5037122,m,1,1,1,157500,working,secondary,married,house,1,1,1,0,laborers,3,29,4,0,6,1
3679,5026510,f,1,1,2,112500,working,secondary,married,house,1,0,1,0,sales_staff,4,36,1,0,2,1
21471,5126764,f,1,1,1,355500,commercial_associate,secondary,married,house,1,0,0,0,core_staff,3,42,1,0,14,1
23516,5143305,f,0,1,0,382500,commercial_associate,secondary,single,house,1,0,0,0,managers,1,46,15,0,52,1
2698,5023838,f,1,0,0,315000,commercial_associate,secondary,civil_marriage,house,1,0,1,0,core_staff,2,55,3,0,30,1
24709,5149583,f,1,1,2,126000,working,secondary,married,house,1,0,0,0,security_staff,4,41,1,0,17,1
18819,5115549,f,0,1,1,135000,working,secondary,married,house,1,0,0,0,laborers,3,41,14,0,5,1
17885,5113169,f,1,1,1,405000,working,higher_education,married,house,1,0,0,0,accountants,3,42,10,0,22,1
6883,5046004,f,0,1,1,225000,working,secondary,single,house,1,0,1,0,private_service_staff,2,42,10,0,8,1
3487,5025740,f,1,0,0,216000,working,higher_education,married,municipal_apartment,1,0,1,0,sales_staff,2,33,1,0,2,1
20185,5118033,f,0,0,2,121500,working,higher_education,married,house,1,0,0,0,hr_staff,4,33,2,0,24,1
20045,5117737,f,1,0,0,225000,commercial_associate,higher_education,single,house,1,0,1,0,accountants,1,39,9,0,38,1
5975,5041628,m,1,1,0,234000,working,secondary,married,house,1,0,0,0,laborers,2,43,9,0,29,1
20346,5118328,f,0,0,1,180000,working,secondary,married,rented_apartment,1,1,0,0,laborers,3,27,4,0,18,1
21363,5126530,f,0,0,0,225000,state_servant,secondary,married,with_parents,1,0,1,0,medicine_staff,2,34,1,0,56,1
4786,5033713,m,0,1,1,135000,working,secondary,married,house,1,1,1,0,security_staff,3,38,9,0,43,1
12336,5069525,f,0,1,1,270000,commercial_associate,higher_education,married,house,1,0,0,1,core_staff,3,41,1,0,10,1
9361,5056237,f,0,1,0,40500,working,secondary,married,house,1,1,0,0,cleaning_staff,2,35,14,0,30,1
17658,5112675,f,0,1,0,148500,working,secondary,single,house,1,0,0,1,high_skill_tech_staff,1,55,8,2,23,1
22165,5136019,m,1,0,1,351000,commercial_associate,secondary,married,house,1,0,0,0,private_service_staff,3,45,24,0,23,1
17544,5111119,f,0,1,1,315000,working,higher_education,married,house,1,0,0,0,managers,3,32,4,0,13,1
4913,5033985,f,1,1,0,180000,commercial_associate,secondary,civil_marriage,house,1,1,1,0,accountants,2,54,15,0,30,1
22146,5135981,f,0,1,0,423000,commercial_associate,secondary,separated,house,1,0,0,0,private_service_staff,1,37,9,0,6,1
2081,5022668,m,1,1,0,157500,commercial_associate,secondary,single,municipal_apartment,1,1,0,0,laborers,1,27,6,0,23,1
23294,5142913,f,0,0,1,292500,working,incomplete_higher,married,house,1,1,1,0,sales_staff,3,35,12,0,21,1
5150,5036360,f,0,1,0,112500,working,secondary,widow,house,1,0,0,0,sales_staff,1,40,6,0,12,1
6503,5045164,f,1,1,2,126000,working,incomplete_higher,married,house,1,0,1,0,core_staff,4,32,1,0,46,1
16258,5096982,f,1,1,1,247500,working,secondary,married,with_parents,1,0,0,0,managers,3,34,9,0,46,1
6424,5044816,f,0,1,0,135000,working,higher_education,single,house,1,0,0,0,managers,1,25,4,0,3,1
5889,5041418,f,1,0,0,157500,working,higher_education,married,house,1,0,0,0,high_skill_tech_staff,2,36,6,0,61,1
9030,5054406,m,0,0,0,225000,commercial_associate,higher_education,married,with_parents,1,1,0,0,managers,2,36,14,0,3,1
19195,5116250,f,0,1,0,315000,working,secondary,married,house,1,0,0,0,medicine_staff,2,62,41,0,31,1
21797,5135430,m,1,0,2,234000,state_servant,secondary,married,house,1,0,1,0,laborers,4,29,9,2,15,1
16307,5097067,m,1,1,1,270000,commercial_associate,higher_education,married,house,1,0,1,0,managers,3,45,6,0,31,1
8558,5053583,m,1,1,0,405000,working,higher_education,married,house,1,0,0,0,managers,2,30,2,0,25,1
20208,5118089,f,1,0,0,144000,working,secondary,married,house,1,0,0,0,accountants,2,43,10,0,11,1
10478,5065608,f,0,1,0,202500,working,secondary,married,house,1,0,0,0,managers,2,45,2,0,3,1
8582,5053646,m,0,0,0,360000,commercial_associate,higher_education,married,house,1,0,1,0,managers,2,56,5,0,45,1
20546,5118640,m,1,0,0,900000,state_servant,higher_education,married,house,1,0,1,0,core_staff,2,65,6,0,20,1
21024,5125951,f,0,1,0,135000,working,secondary,married,rented_apartment,1,0,0,0,laborers,2,40,8,1,29,1
23957,5146290,f,0,1,0,180000,state_servant,secondary,civil_marriage,house,1,1,0,0,core_staff,2,45,21,0,44,1
19811,5117361,m,1,1,1,180000,working,higher_education,married,with_parents,1,1,0,0,laborers,3,33,5,0,12,1
8651,5053749,f,0,1,1,135000,commercial_associate,higher_education,married,house,1,0,0,0,sales_staff,3,28,3,0,7,1
20913,5125755,m,1,1,1,225000,working,secondary,married,municipal_apartment,1,0,0,1,drivers,3,35,4,0,22,1
14754,5091549,f,0,1,0,247500,commercial_associate,secondary,married,house,1,0,1,0,laborers,2,34,8,0,44,1
24631,5149462,f,0,1,0,193500,commercial_associate,secondary,married,house,1,0,0,0,sales_staff,2,43,5,0,7,1
19649,5117073,f,0,1,0,135000,commercial_associate,secondary,civil_marriage,house,1,0,0,0,laborers,2,48,19,0,48,1
19276,5116394,f,0,1,0,193500,state_servant,higher_education,married,house,1,0,0,0,core_staff,2,31,4,0,23,1
5848,5041268,f,0,1,0,99000,state_servant,higher_education,married,house,1,1,1,0,laborers,2,51,23,0,12,1
11678,5068483,m,1,0,1,229500,state_servant,secondary,married,house,1,0,0,0,managers,3,60,12,0,12,1
4303,5029253,m,0,1,0,157500,working,higher_education,married,house,1,1,0,0,laborers,2,39,12,0,43,1
17762,5112911,m,0,1,0,351000,commercial_associate,higher_education,married,house,1,0,1,1,managers,2,34,3,0,15,1
20737,5125456,f,0,1,0,337500,commercial_associate,higher_education,single,house,1,0,1,1,managers,1,46,2,0,35,1
16074,5096537,f,1,0,0,216000,commercial_associate,secondary,married,house,1,1,0,0,medicine_staff,2,41,12,0,26,1
2504,5023483,f,0,1,1,119250,working,secondary,married,house,1,1,1,0,core_staff,3,44,13,0,12,1
1506,5021555,m,0,1,0,135000,working,secondary,married,house,1,0,0,0,drivers,2,50,2,0,7,1
7352,5048029,m,1,1,2,180000,working,secondary,civil_marriage,house,1,0,0,0,laborers,4,36,14,0,26,1
5014,5035829,m,1,1,0,180000,commercial_associate,secondary,single,house,1,0,0,0,drivers,1,56,10,0,4,1
16317,5097096,f,0,0,0,90000,working,secondary,married,house,1,0,1,0,laborers,2,45,11,0,16,1
3658,5026472,f,1,1,1,126000,working,secondary,married,house,1,0,0,0,waiters,3,23,2,0,2,1
7873,5050855,m,0,0,0,180000,commercial_associate,higher_education,single,house,1,0,0,0,high_skill_tech_staff,1,26,5,0,46,1
8278,5053046,f,0,1,0,148500,working,secondary,married,house,1,1,0,0,laborers,2,34,6,0,25,1
4324,5029274,m,1,1,0,116654,commercial_associate,secondary,married,house,1,1,1,0,laborers,2,26,5,0,16,1
10405,5065480,m,0,0,1,148500,working,secondary,married,house,1,0,0,0,laborers,3,38,1,0,29,1
12669,5079228,m,1,1,0,202500,working,secondary,married,house,1,0,0,0,laborers,2,31,6,0,15,1
14057,5090225,m,1,0,0,135000,working,secondary,single,rented_apartment,1,1,1,0,managers,1,29,3,0,14,1
11235,5067693,f,1,0,1,175500,working,secondary,married,house,1,0,0,1,core_staff,3,22,2,0,17,1
20166,5118006,f,0,0,1,67500,working,higher_education,single,house,1,0,0,1,sales_staff,2,25,1,0,3,1
18503,5114210,m,1,0,2,225000,working,secondary,married,house,1,1,0,0,managers,4,39,8,0,4,1
15771,5095965,f,0,0,0,135000,working,secondary,married,house,1,1,0,0,managers,2,45,21,0,6,1
4136,5028917,f,1,1,0,112500,working,secondary,married,house,1,0,0,0,sales_staff,2,48,5,0,4,1
20416,5118442,f,1,0,1,108000,commercial_associate,higher_education,single,house,1,1,0,0,sales_staff,3,45,2,5,4,0
8878,5054160,f,1,0,0,315000,commercial_associate,secondary,civil_marriage,house,1,1,0,0,high_skill_tech_staff,2,39,5,0,4,1
16739,5100447,m,0,0,0,180000,commercial_associate,secondary,single,with_parents,1,0,0,0,core_staff,1,29,9,0,39,1
4833,5033830,f,1,1,2,108000,working,secondary,married,house,1,0,0,0,laborers,4,40,6,4,7,1
20866,5125684,f,0,1,1,225000,commercial_associate,secondary,married,house,1,0,0,0,realty_agents,3,39,11,0,30,1
2824,5024067,m,1,1,0,270000,working,secondary,married,house,1,0,0,0,laborers,2,40,12,0,20,1
15154,5092253,m,1,1,0,112500,working,secondary,married,house,1,0,0,0,drivers,2,48,4,0,45,1
17312,5105901,f,1,0,0,112500,working,higher_education,married,with_parents,1,1,1,0,core_staff,2,29,5,0,22,1
24647,5149498,f,1,1,1,360000,working,higher_education,married,house,1,1,0,0,core_staff,3,34,3,0,14,1
19023,5115922,m,1,1,0,360000,commercial_associate,secondary,married,house,1,0,0,0,drivers,2,43,1,0,34,1
11085,5067378,f,1,1,0,315000,commercial_associate,incomplete_higher,single,house,1,0,1,0,core_staff,1,25,4,2,34,1
20721,5125419,m,1,1,2,130500,working,secondary,married,house,1,1,1,0,laborers,4,32,8,0,13,1
18944,5115774,f,0,1,0,112500,state_servant,secondary,married,municipal_apartment,1,0,0,0,medicine_staff,2,30,5,0,20,1
24812,5149751,f,0,1,1,180000,state_servant,secondary,single,house,1,0,1,0,medicine_staff,2,37,11,0,15,1
16636,5100251,m,1,0,1,112500,commercial_associate,higher_education,married,with_parents,1,1,0,0,core_staff,3,29,6,0,31,1
923,5010509,f,1,1,1,157500,commercial_associate,secondary,married,house,1,0,0,0,laborers,3,38,12,0,2,1
2593,5023621,f,0,1,2,157500,commercial_associate,secondary,married,house,1,0,0,0,managers,4,30,2,0,9,1
17046,5105374,m,1,1,1,324000,commercial_associate,secondary,married,municipal_apartment,1,0,1,0,managers,3,32,7,0,4,1
6678,5045620,f,0,1,1,270000,state_servant,secondary,married,house,1,0,0,0,medicine_staff,3,40,7,0,5,1
19885,5117479,f,0,0,0,292500,working,secondary,married,house,1,0,1,0,sales_staff,2,39,4,8,30,1
1911,5022351,f,0,1,1,234000,working,secondary,single,house,1,0,0,0,core_staff,2,57,22,0,37,1
5131,5036280,f,0,1,0,144000,state_servant,higher_education,separated,house,1,0,0,0,core_staff,1,55,27,0,13,1
465,5009569,m,1,0,0,180000,working,secondary,married,house,1,1,1,0,laborers,2,42,9,0,19,1
10682,5066558,f,1,0,1,180000,state_servant,secondary,married,municipal_apartment,1,0,0,0,core_staff,3,49,5,0,8,1
5642,5038728,m,1,1,0,184500,state_servant,higher_education,married,house,1,0,0,0,managers,2,39,1,0,26,1
1764,5022071,f,0,1,0,90000,working,secondary,married,house,1,1,0,0,sales_staff,2,54,4,0,19,1
3531,5025953,f,0,1,0,130500,working,secondary,married,house,1,0,0,0,core_staff,2,38,16,0,6,1
9638,5061312,f,0,1,0,202500,working,secondary,married,house,1,1,1,1,laborers,2,53,19,0,41,1
1999,5022550,f,0,1,0,247500,commercial_associate,higher_education,single,house,1,0,0,1,core_staff,1,33,6,0,12,1
15219,5092383,f,0,1,2,81000,commercial_associate,higher_education,married,house,1,0,0,0,managers,4,34,5,0,43,1
16387,5099757,f,0,1,1,135000,working,secondary,married,house,1,1,1,0,laborers,3,28,9,0,34,1
15595,5095500,f,0,1,0,337500,state_servant,higher_education,married,house,1,0,0,0,core_staff,2,36,7,0,16,1
13615,5089417,f,1,0,0,112500,state_servant,secondary,married,house,1,0,0,0,high_skill_tech_staff,2,60,11,0,21,1
12991,5087554,m,1,1,0,126000,working,secondary,married,house,1,0,0,0,laborers,2,41,8,0,24,1
18684,5114565,m,1,1,1,157500,working,secondary,married,house,1,0,1,0,drivers,3,42,7,0,24,1
16204,5096868,m,1,1,0,180000,commercial_associate,secondary,married,house,1,0,0,0,drivers,2,50,10,0,3,1
12696,5079288,f,0,0,0,216000,working,secondary,married,house,1,0,0,0,high_skill_tech_staff,2,43,2,0,13,1
22433,5137377,m,1,0,1,202500,working,incomplete_higher,married,house,1,1,0,0,drivers,3,33,1,0,46,1
5628,5038688,f,1,0,0,240750,state_servant,secondary,civil_marriage,with_parents,1,0,0,0,laborers,2,49,22,0,29,1
3975,5028600,f,1,1,2,225000,state_servant,higher_education,married,house,1,0,0,0,core_staff,4,32,5,0,43,1
1951,5022442,f,0,1,0,180000,commercial_associate,secondary,married,house,1,0,1,0,sales_staff,2,44,12,0,32,1
14347,5090829,f,1,1,0,450000,commercial_associate,secondary,civil_marriage,house,1,0,0,1,managers,2,55,9,0,18,1
10446,5065562,f,0,1,0,157500,commercial_associate,higher_education,married,house,1,0,0,0,sales_staff,2,32,2,0,2,1
6263,5042207,f,0,0,0,225000,commercial_associate,higher_education,married,house,1,1,1,0,drivers,2,29,2,0,36,1
6667,5045554,m,1,0,1,180000,state_servant,secondary,married,house,1,0,0,0,drivers,3,41,3,1,25,1
21652,5132740,m,0,1,1,81000,working,secondary,married,house,1,0,1,0,laborers,3,44,11,3,7,1
7127,5046543,f,0,1,1,148500,working,secondary,married,house,1,0,0,0,high_skill_tech_staff,3,42,3,0,31,1
17451,5106079,f,0,1,0,135000,commercial_associate,secondary,married,house,1,0,0,0,medicine_staff,2,55,20,0,12,1
24733,5149619,m,0,0,0,112500,working,incomplete_higher,civil_marriage,with_parents,1,1,0,0,laborers,2,24,3,0,11,1
1886,5022309,f,1,1,2,189000,working,secondary,married,house,1,1,1,0,sales_staff,4,30,8,0,15,1
13278,5088835,f,0,1,0,612000,state_servant,secondary,married,house,1,0,0,1,accountants,2,35,11,1,18,1
13122,5088234,m,0,1,0,225000,working,secondary,married,house,1,1,0,0,laborers,2,52,9,0,27,1
11563,5068297,m,1,1,0,292500,working,secondary,married,house,1,0,0,0,drivers,2,43,2,0,16,1
9634,5061306,f,0,0,0,67500,working,secondary,married,with_parents,1,1,1,0,medicine_staff,2,43,24,0,39,1
5465,5037149,f,0,1,1,112500,commercial_associate,secondary,married,house,1,1,1,0,sales_staff,3,41,10,0,41,1
24186,5148684,f,0,1,0,135000,working,secondary,married,house,1,0,1,0,sales_staff,2,52,2,0,17,1
22692,5139897,f,1,0,1,166500,state_servant,higher_education,married,house,1,0,0,0,medicine_staff,3,40,16,0,34,1
10715,5066619,f,0,1,0,139500,working,secondary,married,house,1,0,0,1,cooking_staff,2,52,1,0,20,1
340,5009338,m,0,0,0,67500,working,secondary,married,house,1,1,1,0,security_staff,2,52,15,0,13,1
10190,5062535,f,1,1,0,135000,commercial_associate,higher_education,civil_marriage,house,1,0,0,1,medicine_staff,2,36,5,0,48,1
18031,5113394,f,0,1,0,112500,working,secondary,married,house,1,0,0,0,sales_staff,2,24,5,1,21,1
7319,5047990,f,0,1,0,180000,state_servant,secondary,married,house,1,0,0,0,managers,2,55,11,0,59,1
12951,5086064,f,0,1,0,135000,state_servant,secondary,married,house,1,0,1,0,core_staff,2,57,26,0,11,1
17974,5113300,f,0,1,1,112500,state_servant,secondary,married,house,1,0,0,1,core_staff,3,27,4,0,8,1
12898,5085947,f,0,1,0,261000,commercial_associate,secondary,separated,house,1,0,1,0,high_skill_tech_staff,1,55,6,0,7,1
9887,5061908,f,0,1,0,81000,working,secondary,married,house,1,0,0,0,laborers,2,47,2,0,23,1
14642,5091338,f,0,1,0,135000,commercial_associate,secondary,married,house,1,0,1,0,cooking_staff,2,31,4,0,10,1
8683,5053814,m,1,1,0,135000,working,secondary,married,house,1,0,1,0,laborers,2,40,12,0,27,1
21708,5132845,f,0,1,0,112500,state_servant,secondary,married,house,1,0,0,1,medicine_staff,2,48,11,0,9,1
1045,5010685,m,1,1,0,292500,working,higher_education,married,house,1,0,0,0,managers,2,29,7,0,37,1
15364,5095012,m,1,1,0,157500,working,secondary,single,house,1,0,0,0,high_skill_tech_staff,1,23,3,0,2,1
8520,5053523,f,0,1,0,112500,working,secondary,married,house,1,0,1,0,managers,2,41,7,0,16,1
10557,5065754,f,1,1,0,225000,working,secondary,civil_marriage,house,1,1,0,0,accountants,2,55,5,0,14,1
10412,5065493,f,0,1,0,112500,commercial_associate,secondary,civil_marriage,house,1,1,1,0,medicine_staff,2,35,3,0,13,1
10664,5066514,f,0,1,0,157500,working,secondary,single,house,1,0,1,0,private_service_staff,1,49,22,0,34,1
10860,5066983,m,0,1,0,180000,working,secondary,separated,house,1,0,0,0,laborers,1,50,1,0,11,1
16743,5100454,f,1,1,1,189000,commercial_associate,secondary,married,house,1,0,0,0,sales_staff,3,29,4,0,30,1
7263,5047887,m,1,1,2,225000,working,secondary,married,house,1,0,0,0,laborers,4,38,11,0,44,1
352,5009358,f,0,0,0,135000,commercial_associate,secondary,married,house,1,1,1,0,laborers,2,54,15,0,26,1
11440,5068086,m,1,1,0,220500,working,secondary,married,house,1,0,1,0,drivers,2,54,3,0,10,1
23775,5145852,f,0,1,0,180000,commercial_associate,higher_education,single,house,1,1,0,0,high_skill_tech_staff,1,45,3,4,23,1
15285,5093280,m,1,0,0,225000,commercial_associate,secondary,separated,house,1,0,0,0,drivers,1,43,6,2,15,1
11524,5068238,f,0,1,0,247500,working,secondary,married,house,1,1,1,0,laborers,2,31,7,0,51,1
24442,5149145,m,1,1,0,247500,working,secondary,married,house,1,1,0,0,laborers,2,30,10,4,22,1
18344,5113885,f,0,0,2,180000,state_servant,higher_education,married,house,1,0,0,0,managers,4,38,15,3,16,1
11618,5068383,f,0,1,0,90000,working,incomplete_higher,single,house,1,1,1,1,sales_staff,1,24,1,1,16,1
16454,5099897,f,1,1,0,180000,commercial_associate,incomplete_higher,married,house,1,0,0,0,laborers,2,38,12,0,26,1
14235,5090595,m,0,1,0,54000,working,secondary,single,house,1,0,0,0,security_staff,1,55,6,0,13,1
5518,5037264,f,1,1,1,135000,state_servant,higher_education,married,house,1,0,0,0,core_staff,3,42,19,2,30,1
7903,5050947,f,0,0,0,135000,commercial_associate,higher_education,married,house,1,1,1,1,core_staff,2,34,12,0,44,1
15267,5092475,f,0,0,1,85500,state_servant,secondary,married,municipal_apartment,1,0,0,0,core_staff,3,42,19,0,38,1
3827,5028373,f,0,0,0,180000,working,secondary,widow,municipal_apartment,1,0,0,0,core_staff,1,55,9,0,18,1
8830,5054091,m,0,0,0,176175,commercial_associate,secondary,married,with_parents,1,1,0,0,core_staff,2,25,2,2,17,1
19261,5116371,m,0,1,0,112500,working,secondary,married,house,1,0,0,0,drivers,2,54,10,0,7,1
5087,5036092,f,0,1,0,135000,working,secondary,married,house,1,1,0,0,security_staff,2,60,9,0,17,1
21837,5135492,m,1,1,2,225000,working,secondary,married,house,1,0,0,0,laborers,4,29,10,0,25,1
8234,5052942,m,1,1,0,270000,working,secondary,single,house,1,0,0,0,drivers,1,48,4,0,8,1
1502,5021551,f,0,1,0,202500,commercial_associate,secondary,married,house,1,0,0,0,medicine_staff,2,58,5,0,8,1
1399,5021362,m,1,0,0,225000,working,secondary,married,house,1,0,0,0,laborers,2,55,19,2,12,1
8684,5053815,m,1,1,0,135000,working,secondary,married,house,1,0,1,0,laborers,2,40,12,0,30,1
13998,5090106,f,0,1,0,166500,commercial_associate,higher_education,married,house,1,0,1,0,accountants,2,27,2,0,24,1
